timestamp,asset,price,position,peakPrice,trailLevel,equity,unrealizedPnL,realizedPnL,event,tradeReturn,cumFees
2026-04-04T16:00:00.000Z,BTC,67366.6800,LONG,67383.6600,57276.1110,10063.74,63.74,0.00,HOLD,,0.00
2026-04-04T16:00:00.000Z,ETH,2055.7500,LONG,2056.2900,1747.8465,10025.26,25.26,0.00,HOLD,,0.00
2026-04-04T17:00:00.000Z,BTC,67329.4000,LONG,67383.6600,57276.1110,10058.17,58.17,0.00,HOLD,,0.00
2026-04-04T17:00:00.000Z,ETH,2056.9800,LONG,2056.9800,1748.4330,10031.26,31.26,0.00,HOLD,,0.00
2026-04-04T18:00:00.000Z,BTC,67295.4700,LONG,67383.6600,57276.1110,10053.10,53.10,0.00,HOLD,,0.00
2026-04-04T18:00:00.000Z,ETH,2055.1500,LONG,2056.9800,1748.4330,10022.34,22.34,0.00,HOLD,,0.00
2026-04-04T19:00:00.000Z,BTC,67288.4200,LONG,67383.6600,57276.1110,10052.05,52.05,0.00,HOLD,,0.00
2026-04-04T19:00:00.000Z,ETH,2064.7100,LONG,2064.7100,1755.0035,10068.96,68.96,0.00,HOLD,,0.00
2026-04-04T20:00:00.000Z,BTC,67268.4000,LONG,67383.6600,57276.1110,10049.06,49.06,0.00,HOLD,,0.00
2026-04-04T20:00:00.000Z,ETH,2062.8100,LONG,2064.7100,1755.0035,10059.69,59.69,0.00,HOLD,,0.00
2026-04-04T21:00:00.000Z,BTC,67359.2000,LONG,67383.6600,57276.1110,10062.62,62.62,0.00,HOLD,,0.00
2026-04-04T21:00:00.000Z,ETH,2068.8300,LONG,2068.8300,1758.5055,10089.05,89.05,0.00,HOLD,,0.00
2026-04-04T22:00:00.000Z,BTC,67399.9200,LONG,67399.9200,57289.9320,10068.71,68.71,0.00,HOLD,,0.00
2026-04-04T22:00:00.000Z,ETH,2069.1400,LONG,2069.1400,1758.7690,10090.56,90.56,0.00,HOLD,,0.00
2026-04-04T23:00:00.000Z,BTC,67300.4200,LONG,67399.9200,57289.9320,10053.84,53.84,0.00,HOLD,,0.00
2026-04-04T23:00:00.000Z,ETH,2065.5200,LONG,2069.1400,1758.7690,10072.91,72.91,0.00,HOLD,,0.00
2026-04-05T00:00:00.000Z,BTC,67225.0000,LONG,67399.9200,57289.9320,10042.58,42.58,0.00,HOLD,,0.00
2026-04-05T00:00:00.000Z,ETH,2062.1000,LONG,2069.1400,1758.7690,10056.23,56.23,0.00,HOLD,,0.00
2026-04-05T01:00:00.000Z,BTC,67085.0000,LONG,67399.9200,57289.9320,10021.66,21.66,0.00,HOLD,,0.00
2026-04-05T01:00:00.000Z,ETH,2057.3700,LONG,2069.1400,1758.7690,10033.16,33.16,0.00,HOLD,,0.00
2026-04-05T02:00:00.000Z,BTC,67170.1600,LONG,67399.9200,57289.9320,10034.38,34.38,0.00,HOLD,,0.00
2026-04-05T02:00:00.000Z,ETH,2059.8600,LONG,2069.1400,1758.7690,10045.30,45.30,0.00,HOLD,,0.00
2026-04-05T03:00:00.000Z,BTC,67145.9800,LONG,67399.9200,57289.9320,10030.77,30.77,0.00,HOLD,,0.00
2026-04-05T03:00:00.000Z,ETH,2056.6400,LONG,2069.1400,1758.7690,10029.60,29.60,0.00,HOLD,,0.00
2026-04-05T04:00:00.000Z,BTC,67101.6500,LONG,67399.9200,57289.9320,10024.15,24.15,0.00,HOLD,,0.00
2026-04-05T04:00:00.000Z,ETH,2055.1600,LONG,2069.1400,1758.7690,10022.38,22.38,0.00,HOLD,,0.00
2026-04-05T05:00:00.000Z,BTC,66931.6500,LONG,67399.9200,57289.9320,9998.75,-1.25,0.00,HOLD,,0.00
2026-04-05T05:00:00.000Z,ETH,2048.6000,LONG,2069.1400,1758.7690,9990.39,-9.61,0.00,HOLD,,0.00
2026-04-05T06:00:00.000Z,BTC,66802.2400,LONG,67399.9200,57289.9320,9979.42,-20.58,0.00,HOLD,,0.00
2026-04-05T06:00:00.000Z,ETH,2038.3200,LONG,2069.1400,1758.7690,9940.26,-59.74,0.00,HOLD,,0.00
2026-04-05T07:00:00.000Z,BTC,66820.6400,LONG,67399.9200,57289.9320,9982.17,-17.83,0.00,HOLD,,0.00
2026-04-05T07:00:00.000Z,ETH,2037.2900,LONG,2069.1400,1758.7690,9935.24,-64.76,0.00,HOLD,,0.00
2026-04-05T08:00:00.000Z,BTC,66933.1800,LONG,67399.9200,57289.9320,9998.98,-1.02,0.00,HOLD,,0.00
2026-04-05T08:00:00.000Z,ETH,2039.1600,LONG,2069.1400,1758.7690,9944.36,-55.64,0.00,HOLD,,0.00
2026-04-05T09:00:00.000Z,BTC,67035.1500,LONG,67399.9200,57289.9320,10014.21,14.21,0.00,HOLD,,0.00
2026-04-05T09:00:00.000Z,ETH,2044.4200,LONG,2069.1400,1758.7690,9970.01,-29.99,0.00,HOLD,,0.00
2026-04-05T10:00:00.000Z,BTC,67046.0100,LONG,67399.9200,57289.9320,10015.84,15.84,0.00,HOLD,,0.00
2026-04-05T10:00:00.000Z,ETH,2044.7400,LONG,2069.1400,1758.7690,9971.57,-28.43,0.00,HOLD,,0.00
2026-04-05T11:00:00.000Z,BTC,66999.0000,LONG,67399.9200,57289.9320,10008.81,8.81,0.00,HOLD,,0.00
2026-04-05T11:00:00.000Z,ETH,2042.3200,LONG,2069.1400,1758.7690,9959.77,-40.23,0.00,HOLD,,0.00
2026-04-05T12:00:00.000Z,BTC,66783.5800,LONG,67399.9200,57289.9320,9976.63,-23.37,0.00,HOLD,,0.00
2026-04-05T12:00:00.000Z,ETH,2028.3600,LONG,2069.1400,1758.7690,9891.69,-108.31,0.00,HOLD,,0.00
2026-04-05T13:00:00.000Z,BTC,66890.7000,LONG,67399.9200,57289.9320,9992.64,-7.36,0.00,HOLD,,0.00
2026-04-05T13:00:00.000Z,ETH,2036.6300,LONG,2069.1400,1758.7690,9932.02,-67.98,0.00,HOLD,,0.00
2026-04-05T14:00:00.000Z,BTC,66918.0300,LONG,67399.9200,57289.9320,9996.72,-3.28,0.00,HOLD,,0.00
2026-04-05T14:00:00.000Z,ETH,2038.4900,LONG,2069.1400,1758.7690,9941.09,-58.91,0.00,HOLD,,0.00
2026-04-05T15:00:00.000Z,BTC,67306.6400,LONG,67399.9200,57289.9320,10054.77,54.77,0.00,HOLD,,0.00
2026-04-05T15:00:00.000Z,ETH,2053.8500,LONG,2069.1400,1758.7690,10016.00,16.00,0.00,HOLD,,0.00
2026-04-05T16:00:00.000Z,BTC,67212.6200,LONG,67399.9200,57289.9320,10040.73,40.73,0.00,HOLD,,0.00
2026-04-05T16:00:00.000Z,ETH,2052.1500,LONG,2069.1400,1758.7690,10007.71,7.71,0.00,HOLD,,0.00
2026-04-05T17:00:00.000Z,BTC,67373.6400,LONG,67399.9200,57289.9320,10064.78,64.78,0.00,HOLD,,0.00
2026-04-05T17:00:00.000Z,ETH,2062.5300,LONG,2069.1400,1758.7690,10058.33,58.33,0.00,HOLD,,0.00
2026-04-05T18:00:00.000Z,BTC,67413.7800,LONG,67413.7800,57301.7130,10070.78,70.78,0.00,HOLD,,0.00
2026-04-05T18:00:00.000Z,ETH,2062.9900,LONG,2069.1400,1758.7690,10060.57,60.57,0.00,HOLD,,0.00
2026-04-05T19:00:00.000Z,BTC,67361.0100,LONG,67413.7800,57301.7130,10062.89,62.89,0.00,HOLD,,0.00
2026-04-05T19:00:00.000Z,ETH,2062.3700,LONG,2069.1400,1758.7690,10057.54,57.54,0.00,HOLD,,0.00
2026-04-05T20:00:00.000Z,BTC,67658.3500,LONG,67658.3500,57509.5975,10107.31,107.31,0.00,HOLD,,0.00
2026-04-05T20:00:00.000Z,ETH,2068.9100,LONG,2069.1400,1758.7690,10089.44,89.44,0.00,HOLD,,0.00
2026-04-05T21:00:00.000Z,BTC,67553.4300,LONG,67658.3500,57509.5975,10091.64,91.64,0.00,HOLD,,0.00
2026-04-05T21:00:00.000Z,ETH,2060.0100,LONG,2069.1400,1758.7690,10046.04,46.04,0.00,HOLD,,0.00
2026-04-05T22:00:00.000Z,BTC,68338.4300,LONG,68338.4300,58087.6655,10208.91,208.91,0.00,HOLD,,0.00
2026-04-05T22:00:00.000Z,ETH,2085.7900,LONG,2085.7900,1772.9215,10171.76,171.76,0.00,HOLD,,0.00
2026-04-05T23:00:00.000Z,BTC,69034.1800,LONG,69034.1800,58679.0530,10312.84,312.84,0.00,HOLD,,0.00
2026-04-05T23:00:00.000Z,ETH,2110.1700,LONG,2110.1700,1793.6445,10290.65,290.65,0.00,HOLD,,0.00
2026-04-06T00:00:00.000Z,BTC,69083.7800,LONG,69083.7800,58721.2130,10320.25,320.25,0.00,HOLD,,0.00
